Technique ID,Technique Name,Is Sub-Technique,Parent Technique ID,Parent Technique Name,Tactics,Platforms,Data Components,Data Component Count,Log Sources,Log Source Count,Threat Groups Using This Technique,Threat Group Count
T1036.005,Masquerading: Match Legitimate Resource Name or Location,True,T1036,Masquerading,Defense Evasion,"Containers, ESXi, Linux, Windows, macOS","File Access
File Creation
File Metadata
Image Metadata
Module Load
Process Creation
Process Metadata
Process Modification
Scheduled Job Creation
Service Metadata",10,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
containerd:events
esxi:hostd
esxi:vmkernel
fs:fsusage
kubernetes:apiserver
linux:osquery
macos:unifiedlog",10,"APT1, APT28, APT29, APT32, APT39, APT41, APT42, APT5, Akira, Aquatic Panda, BRONZE BUTLER, BackdoorDiplomacy, Blue Mockingbird, Carbanak, Chimera, Darkhotel, Earth Lusca, Ember Bear, FIN13, FIN7, Ferocious Kitten, Fox Kitten, Gamaredon Group, INC Ransom, Indrik Spider, Ke3chang, Kimsuky, Lazarus Group, LuminousMoth, Machete, Magic Hound, MuddyWater, Mustang Panda, Mustard Tempest, Naikon, OilRig, PROMETHIUM, Patchwork, Poseidon Group, RedCurl, Rocke, Sandworm Team, SideCopy, Sidewinder, Silence, Sowbug, Storm-1811, TA2541, TeamTNT, ToddyCat, Transparent Tribe, Tropic Trooper, Turla, Velvet Ant, Volt Typhoon, WIRTE, Whitefly, admin@338, menuPass",59
T1036.006,Masquerading: Space after Filename,True,T1036,Masquerading,Defense Evasion,"Linux, macOS","File Access
File Metadata
Process Creation",3,"auditd:SYSCALL
fs:fsusage
linux:syslog
macos:unifiedlog",4,APT38,1
T1036.007,Masquerading: Double File Extension,True,T1036,Masquerading,Defense Evasion,Windows,"File Creation
Process Creation",2,WinEventLog:Sysmon,1,"Kimsuky, Mustang Panda",2
T1036.008,Masquerading: Masquerade File Type,True,T1036,Masquerading,Defense Evasion,"Linux, Windows, macOS","File Creation
File Metadata
Process Creation",3,"WinEventLog:Sysmon
auditd:SYSCALL
linux:osquery
macos:unifiedlog",4,"BlackByte, Mustang Panda, Volt Typhoon",3
T1036.009,Masquerading: Break Process Trees,True,T1036,Masquerading,Defense Evasion,"Linux, macOS","OS API Execution
Process Creation",2,"auditd:SYSCALL
fs:fsusage
macos:unifiedlog",3,,0
T1036.010,Masquerading: Masquerade Account Name,True,T1036,Masquerading,Defense Evasion,"Containers, IaaS, Identity Provider, Linux, Office Suite, SaaS, Windows, macOS","User Account Creation
User Account Metadata
User Account Modification",3,"WinEventLog:Security
auditd:SYSCALL
azure:audit
docker:daemon
linux:osquery
saas:okta
windows:osquery",7,"APT3, Dragonfly, Magic Hound, Storm-1811",4
T1036.011,Masquerading: Overwrite Process Arguments,True,T1036,Masquerading,Defense Evasion,Linux,"Process Metadata
Process Modification",2,"auditd:SYSCALL
ebpf:tracepoints",2,,0
T1036.012,Masquerading: Browser Fingerprint,True,T1036,Masquerading,Defense Evasion,"Linux, Windows, macOS","Network Connection Creation
Network Traffic Content
OS API Execution
Process Creation",4,"NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
etw:Microsoft-Windows-Kernel-Process
macos:unifiedlog",5,,0
T1037,Boot or Logon Initialization Scripts,False,,,"Persistence, Privilege Escalation","ESXi, Linux, Network Devices, Windows, macOS","File Access
File Metadata
File Modification
Process Creation
Scheduled Job Creation
Script Execution
Service Metadata
Windows Registry Key Modification",8,"WinEventLog:Security
WinEventLog:TaskScheduler
auditd:PATH
auditd:SYSCALL
esxi:hostd
esxi:vmkernel
fs:fsusage
linux:osquery
macos:osquery
macos:unifiedlog
networkdevice:syslog",11,"APT29, APT41, Rocke, UNC3886",4
T1037.001,Boot or Logon Initialization Scripts: Logon Script (Windows),True,T1037,Boot or Logon Initialization Scripts,"Persistence, Privilege Escalation",Windows,"File Access
Logon Session Creation
Process Creation
Script Execution",4,"WinEventLog:Security
WinEventLog:System",2,"APT28, Cobalt Group",2
T1037.002,Boot or Logon Initialization Scripts: Login Hook,True,T1037,Boot or Logon Initialization Scripts,"Persistence, Privilege Escalation",macOS,"File Modification
Process Creation",2,"fs:plist
macos:unifiedlog",2,,0
T1037.003,Boot or Logon Initialization Scripts: Network Logon Script,True,T1037,Boot or Logon Initialization Scripts,"Persistence, Privilege Escalation",Windows,"Network Share Access
Process Creation
Script Execution",3,"WinEventLog:Security
WinEventLog:System",2,,0
T1037.004,Boot or Logon Initialization Scripts: RC Scripts,True,T1037,Boot or Logon Initialization Scripts,"Persistence, Privilege Escalation","ESXi, Linux, Network Devices, macOS","Command Execution
File Creation
File Modification
Process Creation
Script Execution",5,"auditd:SYSCALL
esxi:shell
esxi:syslog
fs:fsusage
linux:syslog
macos:unifiedlog
networkdevice:syslog",7,"APT29, UNC3886, Velvet Ant",3
T1037.005,Boot or Logon Initialization Scripts: Startup Items,True,T1037,Boot or Logon Initialization Scripts,"Persistence, Privilege Escalation",macOS,"File Creation
Process Creation",2,"macos:fsevents
macos:unifiedlog",2,,0
T1039,Data from Network Shared Drive,False,,,Collection,"Linux, Windows, macOS","Drive Access
File Access
File Creation
Network Share Access",4,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
fs:fsusage
linux:syslog
macos:unifiedlog",6,"APT28, BRONZE BUTLER, Chimera, Fox Kitten, Gamaredon Group, RedCurl, Sowbug, menuPass",8
T1040,Network Sniffing,False,,,"Credential Access, Discovery","IaaS, Linux, Network Devices, Windows, macOS","Cloud Service Modification
Command Execution
Network Traffic Content
Process Creation
Service Creation
User Account Authentication",6,"AWS:CloudTrail
WinEventLog:Security
WinEventLog:System
auditd:SYSCALL
fs:fsusage
macos:osquery
macos:unifiedlog
networkconfig 
networkdevice:syslog",9,"APT28, APT33, DarkVishnya, Kimsuky, Salt Typhoon, Sandworm Team, UNC3886, Velvet Ant",8
T1041,Exfiltration Over C2 Channel,False,,,Exfiltration,"ESXi, Linux, Windows, macOS","File Access
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",5,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxi:syslog
esxi:vmkernel
esxi:vpxa
macos:osquery
macos:unifiedlog",9,"APT3, APT32, APT39, Agrius, BlackByte, CURIUM, Chimera, Confucius, Contagious Interview, GALLIUM, Gamaredon Group, Higaisa, Ke3chang, Kimsuky, Lazarus Group, Leviathan, LuminousMoth, MuddyWater, Mustang Panda, Sandworm Team, Scattered Spider, Stealth Falcon, Winter Vivern, Wizard Spider, ZIRCONIUM",25
T1046,Network Service Discovery,False,,,Discovery,"Containers, IaaS, Linux, Network Devices, Windows, macOS","Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",4,"NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
containerd:runtime
ebpf:syscalls
macos:osquery
macos:unifiedlog",7,"APT32, APT39, APT41, Agrius, BackdoorDiplomacy, BlackByte, BlackTech, Chimera, Cobalt Group, DarkVishnya, Ember Bear, FIN13, FIN6, Fox Kitten, INC Ransom, Lazarus Group, Leafminer, Lotus Blossom, Magic Hound, Medusa Group, Mustang Panda, Naikon, OilRig, RedCurl, Rocke, Suckfly, TeamTNT, Threat Group-3390, Tropic Trooper, Volt Typhoon, menuPass",31
T1047,Windows Management Instrumentation,False,,,Execution,Windows,"Network Connection Creation
Process Creation
WMI Creation",3,"WinEventLog:Sysmon
WinEventLog:WMI",2,"APT29, APT32, APT41, APT42, Aquatic Panda, BlackByte, Blue Mockingbird, Chimera, Cinnamon Tempest, Deep Panda, Earth Lusca, Ember Bear, FIN13, FIN6, FIN7, FIN8, GALLIUM, Gamaredon Group, INC Ransom, Indrik Spider, Lazarus Group, Leviathan, Lotus Blossom, Magic Hound, Medusa Group, MuddyWater, Mustang Panda, Naikon, OilRig, Sandworm Team, Stealth Falcon, TA2541, Threat Group-3390, ToddyCat, Velvet Ant, Volt Typhoon, Windshift, Wizard Spider, menuPass",39
T1048,Exfiltration Over Alternative Protocol,False,,,Exfiltration,"ESXi, IaaS, Linux, Network Devices, Office Suite, SaaS, Windows, macOS","Cloud Storage Access
Command Execution
File Access
File Creation
File Modification
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",9,"AWS:CloudTrail
AWS:VPCFlowLogs
NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxi:hostd
esxi:vmkernel
macos:osquery
macos:unifiedlog",10,"Play, TeamTNT",2
T1048.001,Exfiltration Over Alternative Protocol: Exfiltration Over Symmetric Encrypted Non-C2 Protocol,True,T1048,Exfiltration Over Alternative Protocol,Exfiltration,"ESXi, Linux, Windows, macOS","Command Execution
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",5,"NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
esxi:hostd
esxi:vmkernel
macos:osquery
macos:unifiedlog",7,,0
T1048.002,Exfiltration Over Alternative Protocol: Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,True,T1048,Exfiltration Over Alternative Protocol,Exfiltration,"ESXi, Linux, Windows, macOS","Command Execution
File Access
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",6,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxi:hostd
esxi:vmkernel
macos:osquery
macos:unifiedlog",8,"APT28, CURIUM, Storm-1811",3
T1048.003,Exfiltration Over Alternative Protocol: Exfiltration Over Unencrypted Non-C2 Protocol,True,T1048,Exfiltration Over Alternative Protocol,Exfiltration,"ESXi, Linux, Network Devices, Windows, macOS","Command Execution
File Access
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",6,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxi:hostd
macos:osquery
macos:unifiedlog
networkdevice:cli
networkdevice:syslog",9,"APT32, APT33, Contagious Interview, FIN6, FIN8, Lazarus Group, Mustang Panda, OilRig, Salt Typhoon, Thrip, Wizard Spider",11
T1049,System Network Connections Discovery,False,,,Discovery,"ESXi, IaaS, Linux, Network Devices, Windows, macOS","Command Execution
Network Traffic Content
OS API Execution
Process Creation",4,"AWS:CloudTrail
WinEventLog:PowerShell
WinEventLog:Sysmon
auditd:SYSCALL
azure:activity
esxi:hostd
linux:cli
macos:osquery
networkdevice:cli
snmp:trap",10,"APT1, APT3, APT32, APT38, APT41, APT5, Andariel, BackdoorDiplomacy, Chimera, Earth Lusca, FIN13, GALLIUM, HEXANE, INC Ransom, Ke3chang, Lazarus Group, Lotus Blossom, Magic Hound, MuddyWater, Mustang Panda, OilRig, Poseidon Group, Sandworm Team, TeamTNT, Threat Group-3390, ToddyCat, Tropic Trooper, Turla, Velvet Ant, Volt Typhoon, admin@338, menuPass",32
T1052,Exfiltration Over Physical Medium,False,,,Exfiltration,"Linux, Windows, macOS","Command Execution
Drive Creation
File Access
File Creation
Process Creation",5,"WinEventLog:Security
WinEventLog:Sysmon
WinEventLog:System
auditd:SYSCALL
fs:fsusage
macos:osquery
macos:unifiedlog",7,,0
T1052.001,Exfiltration Over Physical Medium: Exfiltration over USB,True,T1052,Exfiltration Over Physical Medium,Exfiltration,"Linux, Windows, macOS","Drive Creation
File Access
File Creation
Process Creation",4,"WinEventLog:Security
WinEventLog:Sysmon
WinEventLog:System
auditd:SYSCALL
fs:fsusage
macos:osquery
macos:unifiedlog",7,"Mustang Panda, Tropic Trooper",2
T1053,Scheduled Task/Job,False,,,"Execution, Persistence, Privilege Escalation","Containers, ESXi, Linux, Windows, macOS","Command Execution
File Creation
File Modification
Process Creation
Scheduled Job Creation",5,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
containerd:runtime
esxi:cron
esxi:hostd
esxi:vmkernel
fs:fsusage
linux:osquery
macos:osquery
macos:unifiedlog",11,,0
T1053.002,Scheduled Task/Job: At,True,T1053,Scheduled Task/Job,"Execution, Persistence, Privilege Escalation","Linux, Windows, macOS","Command Execution
File Modification
Process Creation
Scheduled Job Creation",4,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
fs:fsusage
macos:osquery
macos:unifiedlog",6,"APT18, BRONZE BUTLER, Threat Group-3390",3
T1053.003,Scheduled Task/Job: Cron,True,T1053,Scheduled Task/Job,"Execution, Persistence, Privilege Escalation","ESXi, Linux, macOS","File Modification
Process Creation
Scheduled Job Creation",3,"auditd:SYSCALL
esxi:cron
esxi:hostd
esxi:vmkernel
fs:fsusage
macos:unifiedlog",6,"APT38, APT5, Rocke",3
T1053.005,Scheduled Task/Job: Scheduled Task,True,T1053,Scheduled Task/Job,"Execution, Persistence, Privilege Escalation",Windows,"File Creation
Process Creation
Scheduled Job Creation
Scheduled Job Modification
Windows Registry Key Modification",5,"WinEventLog:Security
WinEventLog:Sysmon",2,"APT-C-36, APT29, APT3, APT32, APT33, APT37, APT38, APT39, APT41, APT42, BITTER, BRONZE BUTLER, BlackByte, Blue Mockingbird, Chimera, Cobalt Group, Confucius, Daggerfly, Dragonfly, Earth Lusca, Ember Bear, FIN10, FIN13, FIN6, FIN7, FIN8, Fox Kitten, GALLIUM, Gamaredon Group, HEXANE, Higaisa, Kimsuky, Lazarus Group, LuminousMoth, Machete, Magic Hound, Molerats, Moonstone Sleet, MuddyWater, Mustang Panda, Naikon, OilRig, Patchwork, Rancor, RedCurl, Sandworm Team, Silence, Stealth Falcon, Storm-0501, TA2541, ToddyCat, Winter Vivern, Wizard Spider, menuPass",54
T1053.006,Scheduled Task/Job: Systemd Timers,True,T1053,Scheduled Task/Job,"Execution, Persistence, Privilege Escalation",Linux,"File Creation
Process Creation
Scheduled Job Creation",3,"auditd:SYSCALL
linux:osquery",2,,0
T1053.007,Scheduled Task/Job: Container Orchestration Job,True,T1053,Scheduled Task/Job,"Execution, Persistence, Privilege Escalation",Containers,"Container Creation
Network Traffic Content
Scheduled Job Creation",3,"container:proxy
kubernetes:apiserver
kubernetes:events",3,,0
T1055,Process Injection,False,,,"Defense Evasion, Privilege Escalation","Linux, Windows, macOS","File Access
Module Load
OS API Execution
Process Access
Process Creation
Process Metadata
Process Modification",7,"WinEventLog:Sysmon
auditd:SYSCALL
etw:Microsoft-Windows-Kernel-Process
linux:procfs
macos:endpointsecurity
macos:syslog
macos:unifiedlog",7,"APT32, APT37, APT38, APT41, APT5, BlackByte, Cobalt Group, Gamaredon Group, Kimsuky, PLATINUM, Silence, TA2541, Turla, Velvet Ant, Wizard Spider",15
T1055.001,Process Injection: Dynamic-link Library Injection,True,T1055,Process Injection,"Defense Evasion, Privilege Escalation",Windows,"Module Load
Named Pipe Metadata
Process Access
Process Creation",4,WinEventLog:Sysmon,1,"BackdoorDiplomacy, Lazarus Group, Leviathan, Malteiro, Putter Panda, TA505, Tropic Trooper, Turla, Wizard Spider",9
T1055.002,Process Injection: Portable Executable Injection,True,T1055,Process Injection,"Defense Evasion, Privilege Escalation",Windows,"File Creation
Process Access
Process Creation
Process Modification",4,WinEventLog:Sysmon,1,"Gorgon Group, Rocke",2
T1055.003,Process Injection: Thread Execution Hijacking,True,T1055,Process Injection,"Defense Evasion, Privilege Escalation",Windows,"OS API Execution
Process Access
Process Creation
Process Modification",4,"WinEventLog:Sysmon
etw:Microsoft-Windows-Kernel-Process",2,,0
T1055.004,Process Injection: Asynchronous Procedure Call,True,T1055,Process Injection,"Defense Evasion, Privilege Escalation",Windows,"OS API Execution
Process Access
Process Creation
Process Modification",4,"WinEventLog:Sysmon
etw:Microsoft-Windows-Kernel-Process",2,FIN8,1
T1055.005,Process Injection: Thread Local Storage,True,T1055,Process Injection,"Defense Evasion, Privilege Escalation",Windows,"Module Load
OS API Execution
Process Access
Process Modification",4,"EDR:memory
WinEventLog:Sysmon",2,,0
T1055.008,Process Injection: Ptrace System Calls,True,T1055,Process Injection,"Defense Evasion, Privilege Escalation",Linux,"OS API Execution
Process Creation
Process Metadata",3,"auditd:SYSCALL
linux:osquery",2,,0
T1055.009,Process Injection: Proc Memory,True,T1055,Process Injection,"Defense Evasion, Privilege Escalation",Linux,"File Access
File Modification
OS API Execution",3,"auditd:SYSCALL
linux:osquery",2,,0
T1055.011,Process Injection: Extra Window Memory Injection,True,T1055,Process Injection,"Defense Evasion, Privilege Escalation",Windows,"OS API Execution
Process Access
Process Creation",3,"WinEventLog:Security
WinEventLog:Sysmon
etw:Microsoft-Windows-Win32k",3,,0
T1055.012,Process Injection: Process Hollowing,True,T1055,Process Injection,"Defense Evasion, Privilege Escalation",Windows,"OS API Execution
Process Access
Process Creation
Process Modification",4,"WinEventLog:Sysmon
etw:Microsoft-Windows-Kernel-Process",2,"BlackByte, Gorgon Group, Kimsuky, Patchwork, TA2541, Threat Group-3390, menuPass",7
T1055.013,Process Injection: Process Doppelgänging,True,T1055,Process Injection,"Defense Evasion, Privilege Escalation",Windows,"File Creation
OS API Execution
Process Access
Process Creation",4,"WinEventLog:Sysmon
etw:Microsoft-Windows-Kernel-Process",2,Leafminer,1
T1055.014,Process Injection: VDSO Hijacking,True,T1055,Process Injection,"Defense Evasion, Privilege Escalation",Linux,"Module Load
OS API Execution
Process Creation
Process Modification",4,"auditd:SYSCALL
auditd:file-events
auditd:memprotect
linux:osquery",4,,0
T1055.015,Process Injection: ListPlanting,True,T1055,Process Injection,"Defense Evasion, Privilege Escalation",Windows,"OS API Execution
Process Access
Process Creation
Process Modification",4,"WinEventLog:Sysmon
etw:Microsoft-Windows-Win32k",2,,0
T1056,Input Capture,False,,,"Collection, Credential Access","Linux, Network Devices, Windows, macOS","File Access
File Modification
Network Connection Creation
Network Traffic Content
OS API Execution
Process Access
Process Creation
Process Metadata",8,"NSM:Firewall
NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
macos:osquery
macos:unifiedlog",7,"APT39, APT42, Storm-1811",3
T1056.001,Input Capture: Keylogging,True,T1056,Input Capture,"Collection, Credential Access","Linux, Network Devices, Windows, macOS","File Access
Firmware Modification
Network Traffic Content
OS API Execution
Process Access
Process Creation
Process Metadata
Service Creation
Windows Registry Key Modification",9,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
WinEventLog:System
auditd:SYSCALL
macos:osquery
macos:unifiedlog
networkdevice:syslog",8,"APT28, APT3, APT32, APT38, APT39, APT41, APT42, APT5, Ajax Security Team, Darkhotel, FIN13, FIN4, Group5, HEXANE, Ke3chang, Kimsuky, Lazarus Group, Magic Hound, OilRig, PLATINUM, Sandworm Team, Sowbug, Threat Group-3390, Tonto Team, Volt Typhoon, menuPass",26
T1056.002,Input Capture: GUI Input Capture,True,T1056,Input Capture,"Collection, Credential Access","Linux, Windows, macOS","Command Execution
Process Creation
Script Execution",3,"WinEventLog:PowerShell
WinEventLog:Sysmon
auditd:SYSCALL
linux:cli
macos:osquery
macos:unifiedlog",6,"FIN4, RedCurl",2
T1056.003,Input Capture: Web Portal Capture,True,T1056,Input Capture,"Collection, Credential Access","Linux, Windows, macOS","File Creation
File Modification
Network Traffic Content",3,"NSM:Flow
WinEventLog:Sysmon
WinEventLog:iis
auditd:SYSCALL
fs:fsusage
macos:unifiedlog",6,Winter Vivern,1
T1056.004,Input Capture: Credential API Hooking,True,T1056,Input Capture,"Collection, Credential Access","Linux, Windows, macOS","File Access
Module Load
Process Access
Process Creation
Process Modification",5,"WinEventLog:Sysmon
auditd:SYSCALL
fs:fsusage
macos:osquery
macos:unifiedlog",5,PLATINUM,1
T1057,Process Discovery,False,,,Discovery,"ESXi, Linux, Network Devices, Windows, macOS","Command Execution
File Access
Process Access
Process Creation
Process Metadata",5,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxi:auth
esxi:shell
linux:osquery
macos:osquery
macos:unifiedlog
networkdevice:cli
networkdevice:syslog",10,"APT1, APT28, APT3, APT37, APT38, APT5, Andariel, Chimera, Darkhotel, Deep Panda, Earth Lusca, FIN7, Gamaredon Group, HAFNIUM, HEXANE, Higaisa, Inception, Ke3chang, Kimsuky, Lazarus Group, Magic Hound, Medusa Group, Molerats, MuddyWater, Mustang Panda, OilRig, Play, Poseidon Group, Rocke, Sidewinder, Stealth Falcon, Storm-0501, TeamTNT, ToddyCat, Tropic Trooper, Turla, UNC3886, Volt Typhoon, Windshift, Winnti Group",40
